etp_veg,data_voo,n_dias_voo,data_solo,n_dias_solo,bloco,utm-x,utm-y,pH_H2O_sA,pH_SMP_sA,P_sA,K_sA,K_trocavel_sA,MO_sA,Ca_sA,Zn_sA,B_sA,Mn_sA,Fe_sA,Na_sA,S_sA,Mg_sA,pH_H2O_sB,pH_SMP_sB,P_sB,K_sB,K_trocavel_sB,MO_sB,Ca_sB,Zn_sB,B_sB,Mn_sB,Fe_sB,Na_sB,S_sB,Mg_sB,b_avg,b_md,b_sd,b_asm,b_krt,g_avg,g_md,g_sd,g_asm,g_krt,r_avg,r_md,r_sd,r_asm,r_krt,rd_avg,rd_md,rd_sd,rd_asm,rd_krt,nir_avg,nir_md,nir_sd,nir_asm,nir_krt,lwir_avg,lwir_md,lwir_sd,lwir_asm,lwir_krt,ndvi_avg,ndvi_md,ndvi_sd,ndvi_asm,ndvi_krt,ndre_avg,ndre_md,ndre_sd,ndre_asm,ndre_krt,savi_avg,savi_md,savi_sd,savi_asm,savi_krt,sccci_avg,sccci_md,sccci_sd,sccci_asm,sccci_krt,gli_avg,gli_md,gli_sd,gli_asm,gli_krt,mcari_avg,mcari_md,mcari_sd,mcari_asm,mcari_krt,savi_ent,gli_ent,estm_prod,prod
Etapa 2 - Inicio da fase reprodutiva,2022-05-18,92,,,1,777544.449812664,8292756.33823524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0229184087365866,0.0230965651571751,0.00854328088462353,0.0220137355850533,-0.514847886611909,0.0430851466953754,0.0440338365733624,0.016664907336235,-0.0871149422420561,-0.622319019900845,0.0233925972133875,0.0212683491408825,0.0177592150866985,4.66870080223846,29.3038448878512,0.12556317448616,0.130563735961914,0.0405735075473785,-0.323659806544694,-0.628656334327719,0.456947654485703,0.478788048028946,0.12593911588192,-0.676853840824954,0.00882198689486913,28914.33984375,28890.1953125,139.989700317383,3.75771457781559,22.0360235606855,0.897200763225555,0.916357517242432,0.104008212685585,-5.17428029348675,28.4778898039036,0.569553017616272,0.574560105800629,0.0824214294552803,-2.8492155226105,13.0879542786654,0.648571670055389,0.68724137544632,0.130325257778168,-2.03040655755529,4.56600037812273,0.632848262786865,0.629556894302368,0.0430521667003632,-0.193266929579841,2.8511190465584,0.310373187065125,0.326961606740952,0.0808781534433365,-2.28882214030366,6.11291553810636,0.532515585422516,0.561418533325195,0.189878970384598,-0.738036989010076,0.434074838286879,6.57056567928496,5.7198132247647,,4636.7764601182
Etapa 2 - Inicio da fase reprodutiva,2022-05-18,92,,,2,777465.427222425,8292695.05667005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0220047421753407,0.0221204161643982,0.00787718407809734,0.0379030128370572,-0.463445265195456,0.0419244766235352,0.0427065640687943,0.0156467501074076,-0.073120273597722,-0.585447102691816,0.0210996940732002,0.0203733518719673,0.0112269651144743,3.77162756116587,29.1400275511211,0.121761709451675,0.125796496868134,0.0377860181033611,-0.281587912561633,-0.578330747294142,0.454148322343826,0.470950335264206,0.114120841026306,-0.646862855457861,0.221583242626255,28842.3359375,28830.482421875,78.5530548095703,2.1280475435157,10.4702210132543,0.909367680549622,0.917568743228912,0.0651721656322479,-6.86295210723981,55.4346788647785,0.580573201179504,0.579341888427734,0.0601827539503574,-2.18460069880226,13.4068109719118,0.65413373708725,0.681901574134827,0.106901563704014,-1.98093243546928,5.15564561799904,0.637624979019165,0.633606493473053,0.0374773815274239,0.391108388850716,0.369417273541323,0.321159094572067,0.331451773643494,0.0671289637684822,-2.33829084230185,8.36547164231808,0.525633752346039,0.546590626239777,0.163723021745682,-0.696665674547287,0.640038741436811,6.42036532925929,5.68507415368892,,4976.6879391355
Etapa 2 - Inicio da fase reprodutiva,2022-05-18,92,,,3,777386.404632187,8292633.77510486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0245696734637022,0.0246698278933764,0.00827164202928543,0.0288399223976684,-0.393075036877674,0.0463491342961788,0.0470262691378593,0.0161909777671099,-0.0670701275646159,-0.504731916141424,0.0244926195591688,0.0232130661606789,0.0131046241149306,3.9501959532595,26.8457653414035,0.133761346340179,0.138128191232681,0.0395897775888443,-0.329197291128493,-0.47616878624221,0.491165578365326,0.514897167682648,0.124657228589058,-0.781426877563265,0.252727318930826,28842.560546875,28832.05078125,80.5094528198242,1.86367735912969,9.05532946416205,0.900436222553253,0.914205253124237,0.0749005526304245,-5.66855376103954,37.5443424911755,0.572776675224304,0.575541257858276,0.0640676245093346,-2.49234820527209,13.4824724391584,0.67591804265976,0.711470901966095,0.116638764739037,-2.02267127330468,4.66299785051503,0.6351158618927,0.632664799690247,0.0378019325435162,-0.0466813628923736,2.26712780612886,0.308781743049622,0.323796272277832,0.074189156293869,-2.22048916440755,6.22649324962258,0.549278020858765,0.580278396606445,0.18935389816761,-0.746086700111822,0.351468532557333,6.42453636352844,5.74240905245223,,5194.2309736317
Etapa 2 - Inicio da fase reprodutiva,2022-05-18,92,,,4,777307.382041949,8292572.49353967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0241165850311518,0.024160074070096,0.00772208720445633,0.0568292246489466,-0.27777482443162,0.0454265624284744,0.0458027236163616,0.0152759402990341,-0.0101003246642769,-0.397607019343149,0.0242133289575577,0.0226660575717688,0.0131802866235375,4.13118397232865,28.2791030258541,0.130884394049644,0.134110674262047,0.0372394137084484,-0.266345720552116,-0.385712413794155,0.473633676767349,0.494314581155777,0.117646247148514,-0.74626525152553,0.274062286846764,28760.1875,28740.8203125,98.6142578125,1.23062287579228,2.93813054568283,0.897773206233978,0.913286149501801,0.0762719064950943,-5.28976719115766,33.1352862450186,0.566997170448303,0.571542203426361,0.0636322423815727,-2.38509755930531,11.7120697457609,0.66318291425705,0.696923553943634,0.114270679652691,-1.96220529178065,4.3666669338134,0.630733013153076,0.628989934921265,0.0367833338677883,0.0924030205575802,0.791365830487067,0.307177782058716,0.323670774698257,0.0783048719167709,-2.01878141875417,5.0460307755094,0.536223769187927,0.564294397830963,0.1883944272995,-0.688682070646015,0.308021580580511,6.42987074040415,5.85621830901271,,4530.8753117063
Etapa 2 - Inicio da fase reprodutiva,2022-05-18,92,,,5,777228.35945171,8292511.21197448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0246727913618088,0.0246153604239225,0.00776849314570427,0.107517337277767,-0.205545859362215,0.0465144962072372,0.0467143692076206,0.0153836188837886,0.0210800537879236,-0.383715260629361,0.0240662228316069,0.0226170495152473,0.0130534144118428,4.66924717950405,36.427234910358,0.134123623371124,0.136776402592659,0.037323497235775,-0.232776515616846,-0.341012043047866,0.488526791334152,0.506319046020508,0.117688484489918,-0.713800840747268,0.414442353059305,28767.923828125,28760.130859375,77.6174468994141,1.69041639808453,8.16346376448662,0.901906251907349,0.915119051933289,0.0736046433448792,-6.03306715929454,42.9186136136087,0.569346606731415,0.573092639446259,0.0623428635299206,-2.63416132768988,14.202811165052,0.676259696483612,0.706184327602387,0.110342890024185,-2.12691374350926,5.66787975134727,0.630478799343109,0.628883361816406,0.0371534749865532,0.01891390416955,1.30269020986991,0.314227074384689,0.328877538442612,0.0721777454018593,-2.31752591175153,6.89154132873588,0.566255807876587,0.591230034828186,0.189662918448448,-0.682870572748111,0.467018772693256,6.39519737761895,5.70071908345298,,4561.3033555705
Etapa 2 - Inicio da fase reprodutiva,2022-05-18,92,,,6,777149.336861471,8292449.9304093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0254033654928207,0.0252139084041119,0.00804585684090853,0.164851300300558,-0.221178998221216,0.0479373894631863,0.0479442179203033,0.0159425716847181,0.0728078567560329,-0.361854878005759,0.0248389560729265,0.02335942722857,0.0128500275313854,4.18693961447904,31.5204091124804,0.138450339436531,0.140521109104157,0.0385697670280933,-0.16904742292188,-0.340385169370526,0.505912721157074,0.523760616779327,0.120319493114948,-0.732776430880238,0.480614580331635,28735.259765625,28722.162109375,71.6686401367188,1.93014399091568,7.20764356932596,0.902071356773377,0.915311992168427,0.0714069902896881,-5.77133709826781,39.975157956689,0.570548534393311,0.574316620826721,0.0614229179918766,-2.31105672798946,11.9740219174525,0.688322246074677,0.718133091926575,0.109723724424839,-2.16920871303219,5.84912432630207,0.631797313690186,0.630851984024048,0.0374409891664982,0.0370870578458585,0.555860755423022,0.313372731208801,0.327783465385437,0.0744535997509956,-2.16385874969228,6.11775662635432,0.584073007106781,0.605406999588013,0.199116870760918,-0.550982749912814,0.584856866940201,6.36937892207289,5.79046786963637,,4825.0252287037
Etapa 2 - Inicio da fase reprodutiva,2022-05-18,92,,,7,777070.314271233,8292388.6488441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0259676221758127,0.02596540376544,0.00769402738660574,0.0546123775620601,-0.198061023386273,0.0493059679865837,0.0494803339242935,0.0157531145960093,0.018418545771332,-0.300501816266703,0.0273312721401453,0.0246554724872112,0.0163413994014263,3.88682012518347,21.5408964124668,0.141093552112579,0.143450692296028,0.0380647890269756,-0.221753160592112,-0.253451498838014,0.499977111816406,0.5198934674263,0.124436691403389,-0.714041922325801,0.306210973705173,28709.201171875,28700.740234375,113.679542541504,0.920800677134669,1.91773641520073,0.888622462749481,0.911663949489594,0.0930441692471504,-4.34618685968857,21.201988657275,0.557395756244659,0.566322505474091,0.0707095116376877,-2.36287040898985,9.35518986833838,0.676987230777741,0.713581085205078,0.123497411608696,-1.99665813605418,4.30746922011561,0.626691043376923,0.626296699047089,0.0371790789067745,0.0153435002736339,0.632093441465863,0.302937805652618,0.323912382125855,0.0889064818620682,-1.8490488915511,3.63294498941733,0.568360328674316,0.599223792552948,0.217160373926163,-0.581145289867407,0.264120797383031,6.50159987071278,5.9629913228807,,4567.8533061332
Etapa 2 - Inicio da fase reprodutiva,2022-05-18,92,,,8,776992.551269783,8292327.61985017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0253936965018511,0.0248089507222176,0.00923887081444264,0.524072258544939,0.550222995523309,0.0478244870901108,0.0473115146160126,0.017780963331461,0.343815165650193,0.217931543155753,0.036811999976635,0.0239557344466448,0.0418772809207439,2.86156746275771,7.56956400653722,0.134186655282974,0.135714441537857,0.0416718795895577,-0.00111835234643254,0.0790022497562015,0.432378709316254,0.461496949195862,0.139130815863609,-0.531594983686229,-0.534913781941167,28800.044921875,28700.333984375,286.117431640625,2.46026171540362,5.9090079958165,0.821920216083527,0.907659828662872,0.224682494997978,-2.44880736702129,4.65198514853504,0.510874688625336,0.557336866855621,0.151179537177086,-2.10052792378637,3.61122190457998,0.592971742153168,0.672106623649597,0.199500769376755,-1.54374534698954,1.30761492624587,0.608949065208435,0.620251417160034,0.0769286975264549,-2.48071538247389,12.0854016158486,0.27274090051651,0.314255326986313,0.123146831989288,-1.23482707537401,0.398002755984798,0.47751048207283,0.528828740119934,0.252788782119751,-0.448923138355252,-0.621368854441144,6.93824171550642,5.94833809757907,,3663.4707041861
Etapa 2 - Inicio da fase reprodutiva,2022-05-18,92,,,9,777483.168246366,8292835.36082351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023275276646018,0.0235128924250603,0.00824271328747273,-0.0263949447170796,-0.550913574542004,0.043816514313221,0.0447786375880241,0.0163011122494936,-0.111503573180953,-0.630889963174786,0.0220426861196756,0.0210377853363752,0.0132343368604779,4.23547148996659,30.3375060294358,0.127972349524498,0.132895782589912,0.0400733053684235,-0.333944758350564,-0.605258394466061,0.474739909172058,0.49481600522995,0.119099721312523,-0.731073175947741,0.243490238570269,28855.0625,28845.3984375,83.6180191040039,1.86378264372318,8.30590769738811,0.909055888652802,0.918917000293732,0.0745893567800522,-6.50185244390431,47.5741197710004,0.578779458999634,0.578108429908752,0.0661559030413628,-2.29176704277342,13.0055231574314,0.668884634971619,0.699598729610443,0.111156433820724,-2.15149406296175,5.87528301443471,0.635875999927521,0.63171249628067,0.0417111217975616,0.287798891590057,1.41258833505795,0.321520328521729,0.331789404153824,0.0707868039608002,-2.24089133642688,7.67972496405637,0.567985236644745,0.590150773525238,0.182659357786179,-0.669198248121159,0.628491380881327,6.39177308880322,5.75633543065977,,4438.4243577197
Etapa 2 - Inicio da fase reprodutiva,2022-05-18,92,,,10,777404.145657201,8292774.07925693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023020239546895,0.0230885054916143,0.00797564256936312,0.0606166697075771,-0.441905262059956,0.0429452322423458,0.043528538197279,0.0155871417373419,-0.0377269125799442,-0.572145997966969,0.0222993660718203,0.0210623312741518,0.0128092458471656,4.0758042624009,28.4593717811383,0.124808758497238,0.12864650785923,0.0382542423903942,-0.273511550684075,-0.564840528773408,0.467413365840912,0.484886050224304,0.119633175432682,-0.660090844715212,0.238798280193576,28862.6796875,28852.4609375,90.9047088623047,1.8663099343107,9.16225075016744,0.904927492141724,0.917559266090393,0.0774300768971443,-5.83779599167147,38.4973257140179,0.580137133598328,0.581822752952576,0.0666255727410317,-2.3772527002784,12.3714545677739,0.661751329898834,0.692048192024231,0.114725410938263,-2.03979500991251,5.14090837404172,0.640271306037903,0.637128949165344,0.0400119386613369,0.241601696678837,0.671828592277368,0.311305373907089,0.32409542798996,0.0734761878848076,-2.23471011947238,6.81583292401371,0.531103909015656,0.553376734256744,0.181129097938538,-0.644604374819579,0.421345284596828,6.4768310589653,5.74771741409822,,4581.1151550598
Etapa 2 - Inicio da fase reprodutiva,2022-05-18,92,,,11,777325.123068035,8292712.79769037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0254748035222292,0.0254544001072645,0.00857648253440857,0.0796599020106404,-0.380181676280852,0.0473176129162312,0.0477503575384617,0.0164756681770086,-0.0228933045474445,-0.505484626526025,0.0255579352378845,0.0236324910074472,0.0155258113518357,4.21625314927365,25.8701154559399,0.136965394020081,0.140806093811989,0.039994515478611,-0.300831853646405,-0.446972487556869,0.504865765571594,0.528000354766846,0.126708388328552,-0.811719338941705,0.39375231600407,28826.75,28814.712890625,93.1930084228516,1.9730335659429,9.05110696730514,0.898082673549652,0.914913594722748,0.0876350998878479,-5.31663827684484,31.1376968794586,0.573157072067261,0.578074038028717,0.0701635181903839,-2.80252513130865,13.7976672469043,0.684406101703644,0.720448017120361,0.120911687612534,-2.21571439868777,5.58185794643987,0.637244820594788,0.635152876377106,0.0387108661234379,0.0950911530943921,2.06610118221212,0.304242640733719,0.319711327552795,0.0779961943626404,-2.13954051671459,5.65341477525879,0.562962770462036,0.591182947158814,0.198558807373047,-0.699596774147045,0.440877677618138,6.40911941613126,5.78561135459608,,4609.0257246603
Etapa 2 - Inicio da fase reprodutiva,2022-05-18,92,,,12,777246.100478869,8292651.5161238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0243218187242746,0.0242554545402527,0.00796168483793736,0.110782112915468,-0.283945616257666,0.0453375317156315,0.0456748940050602,0.0155019573867321,-0.00862363053159019,-0.426115054477227,0.0253927260637283,0.0226582176983356,0.0171215292066336,4.16032681967558,22.6585915458712,0.130590051412582,0.133854314684868,0.0375591702759266,-0.278239790801163,-0.373262209141027,0.467628359794617,0.490605503320694,0.12396877259016,-0.757739014741984,0.195983964386401,28763.80078125,28741.025390625,111.580619812012,1.8089425081443,5.88825844780818,0.888594150543213,0.913016021251679,0.104192569851875,-4.51465240702963,21.8064976637479,0.560542047023773,0.570810258388519,0.0783660560846329,-2.90377033482967,12.049490744209,0.653665542602539,0.694430947303772,0.130969986319542,-2.00602411904336,4.14936097924395,0.629441916942596,0.628486037254334,0.0376682542264462,-0.192891014634326,2.4501416848394,0.29967600107193,0.32045441865921,0.0898261442780495,-1.84152265243013,3.59916442135707,0.529010713100433,0.562248945236206,0.201630845665932,-0.703211338291295,0.208303713572156,6.53335412407796,5.94912874268632,,5481.8269275686
Etapa 2 - Inicio da fase reprodutiva,2022-05-18,92,,,13,777167.077889703,8292590.23455722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0238566603511572,0.0237333700060844,0.00783171877264977,0.122947747148605,-0.306265204461103,0.0447464138269424,0.0450352616608143,0.0152193084359169,-0.014898786832995,-0.450175929485998,0.0255436114966869,0.022037748247385,0.0193108264356852,4.10455410640501,20.1897127643493,0.128886759281158,0.132018774747849,0.0368752852082253,-0.284538795831086,-0.346175941420193,0.459539204835892,0.482913970947266,0.123399764299393,-0.779510545016732,0.237144871445672,28794.443359375,28771.396484375,121.430397033691,2.14253636340617,7.93951612997451,0.884772002696991,0.914283156394959,0.118405386805534,-4.21303322504103,18.2655993209899,0.557676494121552,0.570795357227325,0.0855724960565567,-2.89722147835137,11.047441209142,0.646175444126129,0.689789414405823,0.137527793645859,-2.03883233557012,4.11716375423909,0.629019320011139,0.628572463989258,0.0378048680722714,-0.167144960585493,1.55944458658906,0.301974087953568,0.325896859169006,0.091013491153717,-2.08397839508962,4.1619897357366,0.526134848594666,0.563180685043335,0.202608868479729,-0.810989650708033,0.313505582888439,6.55167288936098,5.74405687146039,,4779.5424804688
